entry_time,exit_time,direction,entry,exit,sl,tp,lot,entry_rsi,entry_atr,spread,exit_reason,gross_pnl,commission,net_pnl,balance,session_hour,trading_day
2026-01-07 15:11:00+05:30,2026-01-07 15:16:00+05:30,SELL,4458.86,4461.988969492489,4461.988969492489,4455.731030507511,5.0,71.02144667694948,1.5644847462446632,0.12,SL,-15.644847462444886,0.0,-15.644847462444886,24940.73087647441,15,2026-01-07
2026-01-15 15:11:00+05:30,2026-01-15 15:18:00+05:30,BUY,4604.26,4601.319252021727,4601.319252021727,4607.200747978273,5.0,31.29504320134202,1.4703739891364447,0.12,SL,-14.70373989136533,0.0,-14.70373989136533,24926.02713658304,15,2026-01-15
2026-01-15 21:58:00+05:30,2026-01-15 22:02:00+05:30,SELL,4604.64,4610.109287248445,4610.109287248445,4599.170712751556,5.0,67.20026898148774,2.7346436242221763,0.12,SL,-27.346436242223717,0.0,-27.346436242223717,24898.680700340818,21,2026-01-15
2026-01-16 18:24:00+05:30,2026-01-16 18:27:00+05:30,BUY,4604.98,4602.790023426931,4602.790023426931,4607.169976573068,5.0,33.187237543088564,1.0949882865343201,0.12,SL,-10.94988286534317,0.0,-10.94988286534317,24887.730817475473,18,2026-01-16
2026-01-19 14:44:00+05:30,2026-01-19 14:47:00+05:30,BUY,4669.73,4665.923871322342,4665.923871322342,4673.536128677657,5.0,31.230348221926736,1.9030643388286046,0.12,SL,-19.03064338828699,0.0,-19.03064338828699,24868.700174087186,14,2026-01-19
2026-01-19 14:49:00+05:30,2026-01-19 15:26:00+05:30,BUY,4666.32,4662.516792677319,4662.516792677319,4670.12320732268,5.0,23.644307878628236,1.9016036613402596,0.12,SL,-19.01603661340232,0.0,-19.01603661340232,24849.684137473785,14,2026-01-19
2026-01-21 14:17:00+05:30,2026-01-21 14:26:00+05:30,BUY,4858.77,4850.951734437873,4850.951734437873,4866.588265562128,5.0,23.331391329118215,3.9091327810637226,0.12,SL,-39.09132781063818,0.0,-39.09132781063818,24810.592809663147,14,2026-01-21
2026-01-26 16:21:00+05:30,2026-01-26 16:22:00+05:30,BUY,5089.26,5084.995018367473,5084.995018367473,5093.524981632528,5.0,31.26634067451112,2.1324908162638927,0.12,SL,-21.324908162637257,0.0,-21.324908162637257,24789.26790150051,16,2026-01-26
2026-01-26 16:25:00+05:30,2026-01-26 16:30:00+05:30,BUY,5082.87,5088.070453467478,5077.669546532522,5088.070453467478,5.0,26.27126908024484,2.600226733738856,0.12,TP,26.00226733738964,0.0,26.00226733738964,24815.2701688379,16,2026-01-26
2026-01-28 16:18:00+05:30,2026-01-28 16:24:00+05:30,BUY,5284.11,5292.821018709603,5275.3989812903965,5292.821018709603,5.0,30.584723299212772,4.355509354801514,0.12,TP,43.555093548015975,0.0,43.555093548015975,24858.825262385915,16,2026-01-28
2026-01-28 16:47:00+05:30,2026-01-28 16:48:00+05:30,BUY,5280.6,5273.335584733437,5273.335584733437,5287.864415266564,5.0,31.401567355717894,3.632207633281678,0.12,SL,-36.32207633281723,0.0,-36.32207633281723,24822.503186053098,16,2026-01-28
2026-02-13 19:35:00+05:30,2026-02-13 19:45:00+05:30,SELL,4957.76,4965.816914134042,4965.816914134042,4949.703085865958,5.0,70.20105329425913,4.028457067020993,0.2,SL,-40.28457067021009,0.0,-40.28457067021009,24782.218615382888,19,2026-02-13
2026-02-17 14:11:00+05:30,2026-02-17 14:17:00+05:30,SELL,4907.48,4899.448187099537,4915.511812900462,4899.448187099537,5.0,67.70728139809383,4.015906450231334,0.2,TP,40.15906450231341,0.0,40.15906450231341,24822.3776798852,14,2026-02-17
2026-02-20 14:56:00+05:30,2026-02-20 15:26:00+05:30,BUY,5013.39,5007.5874080519125,5007.5874080519125,5019.192591948088,5.0,32.52181037466523,2.90129597404408,0.2,SL,-29.012959740439328,0.0,-29.012959740439328,24793.36472014476,14,2026-02-20
2026-03-04 19:50:00+05:30,2026-03-04 19:57:00+05:30,BUY,5183.25,5176.085358477222,5176.085358477222,5190.414641522778,5.0,29.99810595577627,3.5823207613890204,0.28,SL,-35.82320761388928,0.0,-35.82320761388928,24757.541512530872,19,2026-03-04
2026-03-09 15:18:00+05:30,2026-03-09 15:23:00+05:30,BUY,5108.28,5100.199536559135,5100.199536559135,5116.360463440865,5.0,31.072604705399986,4.040231720432304,0.18,SL,-40.4023172043253,0.0,-40.4023172043253,24717.13919532655,15,2026-03-09
